CL-Symbol,Type,golisp2,Kurzbeschreibung
STRUCTURE-CLASS,Kern,N,Type: class of structure classes.
STRUCTURE-OBJECT,Kern,N,Type: root of structure objects.
STYLE-WARNING,Kern,N,Condition type for style warnings.
SUBLIS,Kern,N,Substitute from ALIST into TREE nondestructively.
SUBSEQ,Kern,N,Return a copy of a subsequence of SEQUENCE starting with element number START and continuing to the end of SEQUENCE or the optional END.
SUBSETP,Kern,N,Return T if every element in LIST1 is also in LIST2.
SUBST,Kern,N,Substitutes new for subtrees matching old.
SUBST-IF,Kern,N,Substitutes new for subtrees for which test is true.
SUBST-IF-NOT,Kern,N,Substitutes new for subtrees for which test is false.
SUBSTITUTE,Kern,N,"Return a sequence of the same kind as SEQUENCE with the same elements, except that all elements equal to OLD are replaced with NEW."
SUBSTITUTE-IF,Kern,N,Return a sequence of the same kind as SEQUENCE with the same elements except that all elements satisfying the PRED are replaced with NEW.
SUBSTITUTE-IF-NOT,Kern,N,Return a sequence of the same kind as SEQUENCE with the same elements except that all elements not satisfying the PRED are replaced with NEW.
SUBTYPEP,Kern,N,"Return two values indicating the relationship between type1 and type2. If values are T and T, type1 definitely is a subtype of type2. If values are NIL and T, type1 definitely is not a subtype of type"
SVREF,Kern,N,Return the INDEXth element of the given Simple-Vector.
SXHASH,Kern,N,Hash code for eq objects (hash tables).
SYMBOL,Kern,N,Type: symbol.
SYMBOL-FUNCTION,Kern,N,Return SYMBOL's current function definition. Settable with SETF.
SYMBOL-MACROLET,Kern,J,"SYMBOL-MACROLET ({(name expansion)}*) decl* form* Define the NAMES as symbol macros with the given EXPANSIONS. Within the body, references to a NAME will effectively be replaced with the EXPANSION."
SYMBOL-NAME,Kern,J,Return SYMBOL's name as a string.
SYMBOL-PACKAGE,Kern,N,"Return SYMBOL's home package, or NIL if none."
SYMBOL-PLIST,Kern,N,Return SYMBOL's property list.
SYMBOL-VALUE,Kern,N,Return SYMBOL's current bound value.
SYMBOLP,Kern,N,"Return true if OBJECT is a SYMBOL, and NIL otherwise."
SYNONYM-STREAM,Kern,N,Type: stream following a synonym symbol.
SYNONYM-STREAM-SYMBOL,Kern,N,Reader: symbol of a synonym-stream.
T,Kern,J,Constant: boolean true and supertype of all types.
TAGBODY,Kern,J,"TAGBODY {tag | statement}* Define tags for use with GO. The STATEMENTS are evaluated in order, skipping TAGS, and NIL is returned. If a statement contains a GO to a defined TAG within the lexical scop"
TAILP,Kern,N,"Return true if OBJECT is the same as some tail of LIST, otherwise returns false. LIST must be a proper list or a dotted list."
TAN,Kern,N,Return the tangent of NUMBER.
TANH,Kern,N,Return the hyperbolic tangent of NUMBER.
TENTH,Kern,N,Return the 10th object in a list or NIL if there is no 10th object.
TERPRI,Kern,N,Writes a newline to a stream.
THE,Kern,J,"Specifies that the values returned by FORM conform to the VALUE-TYPE. CLHS specifies that the consequences are undefined if any result is not of the declared type, but SBCL treats declarations as asse"
THIRD,Kern,J,Return the 3rd object in a list or NIL if there is no 3rd object.
THROW,Kern,J,"THROW tag form Do a non-local exit, return the values of FORM from the CATCH whose tag is EQ to TAG."
TIME,Macro,N,"Execute FORM and print timing information on *TRACE-OUTPUT*. On some hardware platforms estimated processor cycle counts are included in this output; this number is slightly inflated, since it include"
TRACE,Macro,J,TRACE {Option Global-Value}* {Name {Option Value}*}* TRACE is a debugging tool that provides information when specified functions are called. In its simplest form: (TRACE NAME-1 NAME-2 ...) The NAMEs 
TRANSLATE-LOGICAL-PATHNAME,Kern,N,"Translate PATHNAME to a physical pathname, which is returned."
TRANSLATE-PATHNAME,Kern,N,Use the source pathname to translate the from-wildname's wild and unspecified elements into a completed to-pathname based on the to-wildname.
TREE-EQUAL,Kern,N,Return T if X and Y are isomorphic trees with identical leaves.
TRUENAME,Kern,N,"If PATHSPEC is a pathname that names an existing file, return a pathname that denotes a canonicalized name for the file. If pathspec is a stream associated with a file, return a pathname that denotes "
TRUNCATE,Kern,N,"Return number/divisor as an integer, rounded toward 0. The second returned value is the remainder."
TWO-WAY-STREAM,Kern,N,Type: bidirectional stream (input+output).
TWO-WAY-STREAM-INPUT-STREAM,Kern,N,Reader: input stream of a two-way-stream.
TWO-WAY-STREAM-OUTPUT-STREAM,Kern,N,Reader: output stream of a two-way-stream.
TYPE,Kern,N,Declaration: type of variables.
TYPE-ERROR,Kern,N,Condition type for type errors.
TYPE-ERROR-DATUM,Kern,N,Reader: datum of a type-error condition.
TYPE-ERROR-EXPECTED-TYPE,Kern,N,Reader: expected type of a type-error condition.
TYPE-OF,Kern,N,Return the type of OBJECT.
TYPECASE,Macro,N,TYPECASE Keyform {(Type Form*)}* Evaluates the Forms in the first clause for which TYPEP of Keyform and Type is true.
TYPEP,Kern,N,Is OBJECT of type TYPE?
UNBOUND-SLOT,Kern,N,Condition type for unbound slot access.
UNBOUND-SLOT-INSTANCE,Kern,N,Reader: instance of an unbound-slot condition.
UNBOUND-VARIABLE,Kern,N,Condition type for unbound variable access.
UNDEFINED-FUNCTION,Kern,N,Condition type for undefined function call.
UNEXPORT,Kern,N,Makes SYMBOLS no longer exported from PACKAGE.
UNINTERN,Kern,N,"Makes SYMBOL no longer present in PACKAGE. If SYMBOL was present then T is returned, otherwise NIL. If PACKAGE is SYMBOL's home package, then it is made uninterned."
UNION,Kern,J,Return the union of LIST1 and LIST2.
UNLESS,Macro,J,"If the first argument is not true, the rest of the forms are evaluated as a PROGN."
UNREAD-CHAR,Kern,N,Pushes a char back onto a stream.
UNSIGNED-BYTE,Kern,N,Type: non-negative integer of any size.
UNTRACE,Macro,J,Remove tracing from the specified functions. Untraces all functions when called with no arguments.
UNUSE-PACKAGE,Kern,N,Remove PACKAGES-TO-UNUSE from the USE list for PACKAGE.
UNWIND-PROTECT,Kern,J,"UNWIND-PROTECT protected cleanup* Evaluate the form PROTECTED, returning its values. The CLEANUP forms are evaluated whenever the dynamic scope of the PROTECTED form is exited (either due to normal co"
UPDATE-INSTANCE-FOR-DIFFERENT-CLASS,Kern,N,Updates instance after class change (CLOS).
UPDATE-INSTANCE-FOR-REDEFINED-CLASS,Kern,N,Updates instance after class redefinition.
UPGRADED-ARRAY-ELEMENT-TYPE,Kern,N,Return the element type that will actually be used to implement an array with the specifier :ELEMENT-TYPE Spec.
UPGRADED-COMPLEX-PART-TYPE,Kern,N,Return the element type of the most specialized COMPLEX number type that can hold parts of type SPEC.
UPPER-CASE-P,Kern,N,"The argument must be a character object; UPPER-CASE-P returns T if the argument is an upper-case character, NIL otherwise."
USE-PACKAGE,Kern,N,Add all the PACKAGES-TO-USE to the use list for PACKAGE so that the external symbols of the used packages are accessible as internal symbols in PACKAGE.
USE-VALUE,Kern,N,"Transfer control and VALUE to a restart named USE-VALUE, or return NIL if none exists."
USER-HOMEDIR-PATHNAME,Kern,N,"Return the home directory of the user as a pathname. If the HOME environment variable has been specified, the directory it designates is returned; otherwise obtains the home directory from the operati"
VALUES,Kern,J,"Return all arguments, in order, as values."
VALUES-LIST,Kern,N,"Return all of the elements of LIST, in order, as values."
VARIABLE,Kern,N,Declaration specifier: variable declaration.
VECTOR,Kern,N,Construct a SIMPLE-VECTOR from the given objects.
VECTOR-POP,Kern,N,Decrease the fill pointer by 1 and return the element pointed to by the new fill pointer.
VECTOR-PUSH,Kern,N,"Attempt to set the element of ARRAY designated by its fill pointer to NEW-ELEMENT, and increment the fill pointer by one. If the fill pointer is too large, NIL is returned, otherwise the index of the "
VECTOR-PUSH-EXTEND,Kern,N,"Pushes element onto adjustable vector, extends if full."
VECTORP,Kern,N,"Return true if OBJECT is a VECTOR, and NIL otherwise."
WARN,Kern,J,"Warn about a situation by signalling a condition formed by DATUM and ARGUMENTS. While the condition is being signaled, a MUFFLE-WARNING restart exists that causes WARN to immediately return NIL."
WARNING,Kern,N,Condition type: root of warnings.
WHEN,Macro,J,"If the first argument is true, the rest of the forms are evaluated as a PROGN."
WILD-PATHNAME-P,Kern,N,Predicate for determining whether pathname contains any wildcards.
WITH-ACCESSORS,Macro,N,Macro: binds accessors to slots of an instance.
WITH-COMPILATION-UNIT,Macro,N,Affects compilations that take place within its dynamic extent. It is intended to be eg. wrapped around the compilation of all files in the same system. Following options are defined: :OVERRIDE Boolea
WITH-CONDITION-RESTARTS,Macro,N,"Evaluates the BODY in a dynamic environment where the restarts in the list RESTARTS-FORM are associated with the condition returned by CONDITION-FORM. This allows FIND-RESTART, etc., to recognize rest"
WITH-HASH-TABLE-ITERATOR,Macro,N,"WITH-HASH-TABLE-ITERATOR ((name hash-table) &body body) Provides a method of manually looping over the elements of a hash-table. NAME is bound to a generator-macro that, within the scope of the invoca"
WITH-INPUT-FROM-STRING,Macro,N,Macro: body with a string-input-stream.
WITH-OPEN-FILE,Macro,N,"Macro: body with a file-stream, auto-closed."
WITH-OPEN-STREAM,Macro,N,"Macro: body with a stream, auto-closed."
WITH-OUTPUT-TO-STRING,Macro,N,"Macro: body with string-output-stream, returns string."
WITH-PACKAGE-ITERATOR,Macro,N,"Within the lexical scope of the body forms, MNAME is defined via macrolet such that successive invocations of (MNAME) will return the symbols, one by one, from the packages in PACKAGE-LIST. SYMBOL-TYP"
WITH-SIMPLE-RESTART,Macro,N,"(WITH-SIMPLE-RESTART (restart-name format-string format-arguments) body) If restart-name is not invoked, then all values returned by forms are returned. If control is transferred to this restart, it i"
WITH-SLOTS,Macro,N,Macro: binds slot names to slot values of an instance.
WITH-STANDARD-IO-SYNTAX,Macro,N,Bind the reader and printer control variables to values that enable READ to reliably read the results of PRINT. These values are: *PACKAGE* the COMMON-LISP-USER package *PRINT-ARRAY* T *PRINT-BASE* 10
WRITE,Kern,N,"Output OBJECT to the specified stream, defaulting to *STANDARD-OUTPUT*."
WRITE-BYTE,Kern,N,Writes a byte to a binary stream.
WRITE-CHAR,Kern,N,Writes a character to a stream.
WRITE-LINE,Kern,N,Writes a string followed by newline.
WRITE-SEQUENCE,Kern,N,Write the elements of SEQ bounded by START and END to STREAM.
WRITE-STRING,Kern,N,Writes a string to a stream.
WRITE-TO-STRING,Kern,N,Return the printed representation of OBJECT as a string.
Y-OR-N-P,Kern,N,"Y-OR-N-P prints the message, if any, and reads characters from *QUERY-IO* until the user enters y or Y as an affirmative, or either n or N as a negative answer. It asks again if you enter any other ch"
YES-OR-NO-P,Kern,N,"YES-OR-NO-P is similar to Y-OR-N-P, except that it clears the input buffer, beeps, and uses READ-LINE to get the strings YES or NO."
ZEROP,Kern,N,Is this number zero?
